Price,Close,High,Low,Open,Volume
2025-07-16 06:00:00+00:00,117833.34375,117881.5078125,117814.0390625,117881.5078125,989069312
2025-07-16 06:15:00+00:00,118052.21875,118052.21875,117792.9140625,117800.953125,118013952
2025-07-16 06:30:00+00:00,118278.0625,118278.0625,118017.9453125,118051.8515625,1637416960
2025-07-16 06:45:00+00:00,118279.6796875,118305.8515625,118247.5625,118273.2578125,1003831296
2025-07-16 07:00:00+00:00,118094.5234375,118304.8203125,118083.71875,118279.53125,884498432
2025-07-16 07:15:00+00:00,118257.3984375,118270.4375,118080.5625,118080.5625,1096400896
2025-07-16 07:30:00+00:00,118256.6328125,118306.0,118229.203125,118250.796875,784072704
2025-07-16 07:45:00+00:00,118178.3515625,118236.6484375,118166.5703125,118236.6484375,1498054656
2025-07-16 08:00:00+00:00,118188.125,118267.8828125,118188.125,118222.5234375,0
2025-07-16 08:15:00+00:00,118239.796875,118264.6875,118165.625,118191.6328125,1876205568
2025-07-16 08:30:00+00:00,118752.671875,118752.671875,118251.5390625,118251.5390625,1589370880
2025-07-16 08:45:00+00:00,118709.171875,118754.2265625,118707.0859375,118754.2265625,1343897600
2025-07-16 09:00:00+00:00,119018.96875,119018.96875,118706.7578125,118706.7578125,783147008
2025-07-16 09:15:00+00:00,119159.453125,119159.453125,118986.671875,119007.0625,0
2025-07-16 09:30:00+00:00,118927.4921875,119193.1875,118927.4921875,119163.328125,2091581440
2025-07-16 09:45:00+00:00,119121.046875,119178.9375,118837.953125,118853.84375,1233362944
2025-07-16 10:00:00+00:00,119255.4765625,119255.4765625,119154.1953125,119175.6171875,1068687360
2025-07-16 10:15:00+00:00,119202.8359375,119294.4765625,119178.328125,119219.9375,726556672
2025-07-16 10:30:00+00:00,118860.984375,119194.0,118860.984375,119194.0,963403776
2025-07-16 10:45:00+00:00,118762.875,118911.84375,118762.875,118861.1484375,3815612416
2025-07-16 11:00:00+00:00,118907.3671875,118907.3671875,118702.078125,118787.890625,859439104
2025-07-16 11:15:00+00:00,118866.7421875,118898.2890625,118828.84375,118898.2890625,1950269440
2025-07-16 11:30:00+00:00,118859.9921875,118906.328125,118838.921875,118906.328125,945881088
2025-07-16 11:45:00+00:00,118765.2578125,118910.953125,118765.2578125,118865.25,0
2025-07-16 12:00:00+00:00,118887.1015625,118895.4296875,118751.1015625,118778.8984375,138223616
2025-07-16 12:15:00+00:00,118899.2890625,118899.2890625,118821.3984375,118884.046875,2060378112
2025-07-16 12:30:00+00:00,118943.4921875,119042.1796875,118737.5625,118906.0234375,663216128
2025-07-16 12:45:00+00:00,118659.734375,119013.0,118659.734375,118989.921875,768622592
2025-07-16 13:00:00+00:00,118718.4921875,118718.4921875,118480.5546875,118662.765625,0
2025-07-16 13:15:00+00:00,118796.5,118830.1796875,118745.8828125,118745.8828125,89882624
2025-07-16 13:30:00+00:00,118318.8828125,118916.8359375,118318.8828125,118824.71875,1058668544
2025-07-16 13:45:00+00:00,118732.8359375,118732.8359375,118302.0,118372.5546875,0
2025-07-16 14:00:00+00:00,118460.2109375,118725.8828125,118460.2109375,118724.375,2736291840
2025-07-16 14:15:00+00:00,118434.90625,118460.5390625,118258.3984375,118362.484375,1528201216
2025-07-16 14:30:00+00:00,118620.6875,118620.6875,118341.6875,118447.7109375,878796800
2025-07-16 14:45:00+00:00,119061.125,119180.7734375,118632.5703125,118632.5703125,15433728
2025-07-16 15:00:00+00:00,119269.21875,119764.0703125,119048.296875,119048.296875,549896192
2025-07-16 15:15:00+00:00,119485.609375,119494.71875,119093.8671875,119201.7109375,1617166336
2025-07-16 15:30:00+00:00,119006.7578125,119566.09375,118540.9140625,119566.09375,2437349376
2025-07-16 15:45:00+00:00,119096.1484375,119332.296875,119021.1640625,119021.1640625,1603526656
2025-07-16 16:00:00+00:00,118786.640625,119154.46875,118568.6015625,119154.46875,0
2025-07-16 16:15:00+00:00,119195.171875,119227.8359375,118826.078125,118826.078125,88211456
2025-07-16 16:30:00+00:00,119194.75,119310.421875,119088.5078125,119229.9375,2980618240
2025-07-16 16:45:00+00:00,119312.9140625,119312.9140625,119052.71875,119175.140625,719806464
2025-07-16 17:00:00+00:00,119281.359375,119409.109375,119266.671875,119343.46875,24174592
2025-07-16 17:15:00+00:00,119680.7734375,119680.7734375,119293.734375,119293.734375,90030080
2025-07-16 17:30:00+00:00,119386.5625,119696.3984375,119386.5625,119667.84375,1092853760
2025-07-16 17:45:00+00:00,119129.3125,119513.9140625,119051.0390625,119361.1875,1566138368
2025-07-16 18:00:00+00:00,119406.2265625,119498.4453125,119031.1640625,119107.546875,1151279104
2025-07-16 18:15:00+00:00,119251.1484375,119416.1015625,119200.84375,119404.4453125,1136386048
2025-07-16 18:30:00+00:00,119735.5625,119735.5625,119304.4140625,119304.4140625,0
2025-07-16 18:45:00+00:00,119634.7890625,119911.6796875,119525.640625,119760.09375,1444044800
2025-07-16 19:00:00+00:00,119249.2109375,119666.8203125,119249.2109375,119599.03125,1005502464
2025-07-16 19:15:00+00:00,119280.0078125,119371.671875,119229.0546875,119291.0078125,1146134528
2025-07-16 19:30:00+00:00,118999.921875,119238.4609375,118926.6640625,119238.4609375,1139884032
2025-07-16 19:45:00+00:00,119255.75,119283.046875,118980.5234375,118980.5234375,1072570368
2025-07-16 20:00:00+00:00,119204.7265625,119317.875,119117.5546875,119317.875,1052770304
2025-07-16 20:15:00+00:00,119598.125,119598.125,119264.3359375,119288.9296875,374890496
2025-07-16 20:30:00+00:00,119889.0625,119889.0625,119602.2109375,119633.25,126943232
2025-07-16 20:45:00+00:00,119877.875,119917.2265625,119626.3515625,119917.2265625,620290048
2025-07-16 21:00:00+00:00,120045.7890625,120054.640625,119900.640625,119946.0234375,1015521280
2025-07-16 21:15:00+00:00,119980.3515625,119980.3515625,119817.1953125,119826.21875,1395482624
2025-07-16 21:30:00+00:00,119508.6796875,119994.3203125,119508.6796875,119994.3203125,253673472
2025-07-16 21:45:00+00:00,119434.3125,119566.7265625,119434.3125,119459.078125,1927151616
2025-07-16 22:00:00+00:00,119381.84375,119494.9453125,119297.125,119494.9453125,1130766336
2025-07-16 22:15:00+00:00,119271.3515625,119497.640625,119271.3515625,119382.6640625,118874112
2025-07-16 22:30:00+00:00,119016.8828125,119291.9375,119016.8828125,119261.6484375,524918784
2025-07-16 22:45:00+00:00,118705.640625,119020.8515625,118673.1171875,119020.8515625,155451392
2025-07-16 23:00:00+00:00,118632.78125,118712.8359375,118607.515625,118712.8359375,2061246464
2025-07-16 23:15:00+00:00,118682.390625,118690.7578125,118483.9375,118616.5703125,392953856
2025-07-16 23:30:00+00:00,118851.9296875,118851.9296875,118676.8515625,118707.109375,168984576
2025-07-16 23:45:00+00:00,118700.6015625,118872.2421875,118700.6015625,118865.171875,3033333760
2025-07-17 00:00:00+00:00,118862.5,118862.5,118696.5703125,118722.8046875,1217003520
2025-07-17 00:15:00+00:00,118926.4609375,119000.96875,118821.3046875,118821.3046875,66838528
2025-07-17 00:30:00+00:00,119169.1171875,119169.1171875,118924.84375,118924.84375,1161576448
2025-07-17 00:45:00+00:00,118975.859375,119182.7578125,118975.859375,119166.4921875,500817920
2025-07-17 01:00:00+00:00,119048.2890625,119103.2890625,118942.15625,118959.1171875,103178240
2025-07-17 01:15:00+00:00,118809.1640625,119085.015625,118675.2265625,119066.828125,1253515264
2025-07-17 01:30:00+00:00,118286.8671875,118737.7734375,118225.7421875,118737.7734375,276619264
2025-07-17 01:45:00+00:00,118028.28125,118255.8125,117827.1953125,118255.8125,449585152
2025-07-17 02:00:00+00:00,118429.65625,118429.65625,118068.640625,118162.828125,1018634240
2025-07-17 02:15:00+00:00,118423.859375,118502.25,118385.6640625,118408.5625,1147019264
2025-07-17 02:30:00+00:00,118325.8359375,118482.5,118305.984375,118439.4296875,0
2025-07-17 02:45:00+00:00,118353.7421875,118365.046875,118139.9921875,118365.046875,3152166912
2025-07-17 03:00:00+00:00,118087.0078125,118336.515625,118087.0078125,118326.7734375,0
2025-07-17 03:15:00+00:00,117930.8671875,118055.5703125,117917.859375,118053.9921875,3877838848
2025-07-17 03:30:00+00:00,117878.4375,118027.0703125,117856.4921875,117922.28125,67018752
2025-07-17 03:45:00+00:00,118144.6875,118144.6875,117987.140625,117987.140625,152092672
2025-07-17 04:00:00+00:00,118304.671875,118304.671875,118028.625,118141.6796875,1076436992
2025-07-17 04:15:00+00:00,118273.7265625,118344.8125,118249.6796875,118273.59375,289497088
2025-07-17 04:30:00+00:00,118447.609375,118451.671875,118288.609375,118288.609375,0
2025-07-17 04:45:00+00:00,118510.5625,118516.8203125,118380.7734375,118416.0703125,1115054080
2025-07-17 05:00:00+00:00,118373.84375,118510.25,118301.5625,118510.25,1084235776
2025-07-17 05:15:00+00:00,118419.828125,118433.8203125,118335.8125,118335.8125,0
2025-07-17 05:30:00+00:00,118536.953125,118536.953125,118305.8671875,118430.5703125,1448591360
2025-07-17 05:45:00+00:00,118620.125,118659.1328125,118543.859375,118543.859375,31940608
2025-07-17 06:00:00+00:00,118556.890625,118767.984375,118556.890625,118630.2734375,784924672
2025-07-17 06:15:00+00:00,118799.21875,118799.21875,118422.0546875,118543.5,0
2025-07-17 06:30:00+00:00,118462.90625,118654.1171875,118410.515625,118654.1171875,2043084800
2025-07-17 06:45:00+00:00,118450.796875,118481.546875,118431.4453125,118456.421875,182804480
2025-07-17 07:00:00+00:00,118101.625,118483.515625,118008.84375,118483.515625,1264181248
2025-07-17 07:15:00+00:00,117984.5,118147.7421875,117914.25,118102.3203125,1269473280
2025-07-17 07:30:00+00:00,118522.9140625,118551.484375,117989.625,117989.625,199778304
2025-07-17 07:45:00+00:00,118404.8125,118571.796875,118380.625,118571.796875,1389961216
2025-07-17 08:00:00+00:00,118157.5078125,118376.4453125,118157.5078125,118376.4453125,1615781888
2025-07-17 08:15:00+00:00,118295.625,118295.625,118175.1328125,118179.1875,1980178432
2025-07-17 08:30:00+00:00,118432.1484375,118432.1484375,118197.421875,118290.90625,3244032
2025-07-17 08:45:00+00:00,118295.546875,118443.2265625,118285.9765625,118443.2265625,157573120
2025-07-17 09:00:00+00:00,118589.75,118602.6171875,118298.609375,118347.5390625,164741120
2025-07-17 09:15:00+00:00,119091.3125,119091.3125,118555.75,118591.265625,1962663936
2025-07-17 09:30:00+00:00,119042.546875,119145.2109375,118939.71875,119145.2109375,585113600
2025-07-17 09:45:00+00:00,118863.4296875,119045.0,118863.4296875,119045.0,630923264
2025-07-17 10:00:00+00:00,118671.5546875,118854.8203125,118615.5078125,118821.5625,146325504
2025-07-17 10:15:00+00:00,118600.7109375,118682.59375,118600.7109375,118682.59375,1090879488
2025-07-17 10:30:00+00:00,118421.1640625,118617.1328125,118421.1640625,118617.1328125,1222098944
2025-07-17 10:45:00+00:00,118471.0078125,118471.0078125,118276.8828125,118347.703125,2301214720
2025-07-17 11:00:00+00:00,118294.3515625,118389.890625,118233.84375,118389.890625,607166464
2025-07-17 11:15:00+00:00,118185.0546875,118302.84375,118185.0546875,118294.734375,1115873280
2025-07-17 11:30:00+00:00,118169.984375,118215.9453125,118152.828125,118215.9453125,1163198464
2025-07-17 11:45:00+00:00,118031.359375,118190.1640625,118024.015625,118163.0546875,121176064
2025-07-17 12:00:00+00:00,117887.4609375,118082.390625,117811.8359375,118028.9375,321191936
2025-07-17 12:15:00+00:00,117594.125,117857.296875,117594.125,117857.296875,1275363328
2025-07-17 12:30:00+00:00,117892.7421875,117892.7421875,117552.5390625,117739.515625,2197864448
2025-07-17 12:45:00+00:00,117992.2109375,118150.265625,117962.984375,117964.828125,526221312
2025-07-17 13:00:00+00:00,117842.734375,118007.359375,117762.515625,117948.0234375,651624448
2025-07-17 13:15:00+00:00,117891.5703125,117916.6015625,117717.4453125,117844.9453125,1297530880
2025-07-17 13:30:00+00:00,117883.3671875,117953.1640625,117649.8046875,117901.1015625,1978490880
2025-07-17 13:45:00+00:00,118419.015625,118419.015625,117641.3671875,117694.890625,1379336192
2025-07-17 14:00:00+00:00,118308.375,118413.859375,118271.2421875,118377.578125,956030976
2025-07-17 14:15:00+00:00,118585.8359375,118668.171875,118368.296875,118368.296875,1863352320
2025-07-17 14:30:00+00:00,118641.1640625,118843.9375,118641.1640625,118663.4765625,273301504
2025-07-17 14:45:00+00:00,118724.5234375,118805.921875,118566.1953125,118566.1953125,0
2025-07-17 15:00:00+00:00,118492.1640625,118857.4140625,118492.1640625,118857.4140625,0
2025-07-17 15:15:00+00:00,118534.2890625,118669.5703125,118417.4921875,118541.0625,823279616
2025-07-17 15:30:00+00:00,119083.4765625,119083.4765625,118604.9453125,118604.9453125,0
2025-07-17 15:45:00+00:00,118933.6328125,119096.03125,118849.1171875,119086.65625,2850308096
2025-07-17 16:00:00+00:00,118628.984375,118959.7578125,118582.09375,118921.4921875,459743232
2025-07-17 16:15:00+00:00,118686.140625,118784.25,118604.5,118667.9453125,150892544
2025-07-17 16:30:00+00:00,118612.15625,118612.15625,118422.4140625,118568.5,2111668224
2025-07-17 16:45:00+00:00,118513.140625,118563.3203125,118431.375,118509.203125,68648960
2025-07-17 17:00:00+00:00,118928.21875,118971.1796875,118542.0625,118542.0625,972881920
2025-07-17 17:15:00+00:00,118715.6875,118945.578125,118715.6875,118945.578125,1218674688
2025-07-17 17:30:00+00:00,118703.3203125,118781.078125,118595.4375,118775.0390625,14254080
2025-07-17 17:45:00+00:00,119237.3359375,119237.3359375,118686.5859375,118704.109375,828252160
2025-07-17 18:00:00+00:00,119295.8125,119414.9609375,119295.8125,119346.1171875,1331855360
2025-07-17 18:15:00+00:00,119675.171875,119764.28125,119291.03125,119291.03125,958832640
2025-07-17 18:30:00+00:00,119808.421875,119831.8046875,119740.8203125,119740.8203125,1119387648
2025-07-17 18:45:00+00:00,119633.6484375,119772.296875,119586.15625,119772.296875,6864896
2025-07-17 19:00:00+00:00,119887.203125,119905.0234375,119663.34375,119663.34375,0
2025-07-17 19:15:00+00:00,119769.3125,119910.0703125,119769.3125,119877.1640625,1806299136
2025-07-17 19:30:00+00:00,119598.15625,119708.2265625,119598.15625,119708.2265625,1169952768
2025-07-17 19:45:00+00:00,118958.125,119449.796875,118958.125,119449.796875,21778432
2025-07-17 20:00:00+00:00,118811.859375,119041.8125,118507.296875,118997.2890625,0
2025-07-17 20:15:00+00:00,119141.9765625,119141.9765625,118842.5078125,118865.6171875,2009706496
2025-07-17 20:30:00+00:00,119380.8515625,119393.328125,119086.8515625,119086.8515625,123863040
2025-07-17 20:45:00+00:00,119225.7734375,119375.3046875,119185.515625,119375.3046875,1699061760
2025-07-17 21:00:00+00:00,119943.9609375,120028.1484375,119410.4375,119410.4375,230989824
2025-07-17 21:15:00+00:00,120723.28125,120989.984375,120124.0234375,120124.0234375,2668277760
2025-07-17 21:30:00+00:00,120521.140625,120851.40625,120188.5625,120825.625,1788157952
2025-07-17 21:45:00+00:00,120373.9296875,120736.7109375,120373.9296875,120641.671875,3077357568
2025-07-17 22:00:00+00:00,120316.703125,120413.7578125,120221.265625,120347.53125,23052509184
2025-07-17 22:15:00+00:00,120166.5078125,120667.2734375,120166.5078125,120503.1015625,24809545728
2025-07-17 22:30:00+00:00,120281.1640625,120281.1640625,120176.828125,120176.828125,24216178688
2025-07-17 22:45:00+00:00,119812.890625,120355.7734375,119597.3515625,120279.34375,21960728576
2025-07-17 23:00:00+00:00,119911.2734375,119911.2734375,119707.6953125,119810.15625,1249615872
2025-07-17 23:15:00+00:00,119589.796875,119898.234375,119540.046875,119877.5,23187914752
2025-07-17 23:30:00+00:00,119407.421875,119680.984375,119407.421875,119604.9140625,1244405760
2025-07-17 23:45:00+00:00,119305.8359375,119484.125,119305.8359375,119445.3203125,24380887040
2025-07-18 00:00:00+00:00,119146.8359375,119414.328125,119146.8359375,119245.2578125,0
2025-07-18 00:15:00+00:00,119634.3984375,119634.3984375,119141.3671875,119141.3671875,47391010816
2025-07-18 00:30:00+00:00,119703.5859375,119731.9921875,119597.484375,119610.5078125,1302331392
2025-07-18 00:45:00+00:00,119850.25,119850.25,119643.125,119784.0703125,25328947200
2025-07-18 01:00:00+00:00,120461.0703125,120461.0703125,119782.234375,119818.390625,0
2025-07-18 01:15:00+00:00,120293.9609375,120474.078125,120169.1640625,120382.9453125,26441424896
2025-07-18 01:30:00+00:00,120487.359375,120726.0625,120184.0859375,120184.0859375,3222876160
2025-07-18 01:45:00+00:00,120422.1328125,120511.3125,120405.6015625,120464.5390625,25212547072
2025-07-18 02:00:00+00:00,120282.1953125,120437.9140625,120065.8515625,120437.9140625,24601821184
2025-07-18 02:15:00+00:00,120340.1484375,120340.1484375,120013.4375,120220.734375,1438834688
2025-07-18 02:30:00+00:00,120358.390625,120430.15625,120270.4609375,120337.875,24236994560
2025-07-18 02:45:00+00:00,120192.859375,120375.0546875,120192.859375,120375.0546875,23567626240
2025-07-18 03:00:00+00:00,120169.3984375,120191.8359375,120065.875,120191.8359375,254410752
2025-07-18 03:15:00+00:00,120183.8203125,120255.4609375,120142.4296875,120207.9375,1262608384
2025-07-18 03:30:00+00:00,120377.7421875,120377.7421875,120131.0234375,120149.6484375,1198972928
2025-07-18 03:45:00+00:00,120309.9765625,120526.953125,120309.9765625,120389.0859375,489201664
2025-07-18 04:00:00+00:00,120009.546875,120297.1015625,119946.203125,120297.1015625,795041792
2025-07-18 04:15:00+00:00,120107.5390625,120107.5390625,119944.328125,119987.1640625,1419796480
2025-07-18 04:30:00+00:00,120363.765625,120403.6875,120137.3515625,120137.3515625,25963102208
2025-07-18 04:45:00+00:00,120531.2890625,120553.1953125,120358.5,120358.5,1311645696
2025-07-18 05:00:00+00:00,120576.21875,120576.21875,120349.8359375,120513.0234375,26121641984
2025-07-18 05:15:00+00:00,120629.25,120689.5703125,120537.6796875,120689.5703125,23666446336
2025-07-18 05:30:00+00:00,120445.5078125,120640.5234375,120445.5078125,120640.5234375,22507741184
2025-07-18 05:45:00+00:00,120652.0625,120652.0625,120400.484375,120400.484375,1160896512
2025-07-18 06:00:00+00:00,120489.59375,120808.9765625,120392.9296875,120655.828125,3490930688
2025-07-18 06:15:00+00:00,120324.0390625,120442.9296875,120324.0390625,120431.3046875,89595904
2025-07-18 06:30:00+00:00,120345.8828125,120368.625,120183.59375,120281.3046875,0
2025-07-18 06:45:00+00:00,120367.9375,120516.546875,120361.4765625,120363.953125,48130387968
2025-07-18 07:00:00+00:00,120139.09375,120376.25,120139.09375,120353.796875,766828544
2025-07-18 07:15:00+00:00,119791.8828125,120088.71875,119791.8828125,120088.71875,47806746624
2025-07-18 07:30:00+00:00,119852.1171875,119857.28125,119741.125,119741.125,24602144768
2025-07-18 07:45:00+00:00,119531.0390625,119888.09375,119531.0390625,119888.09375,24539955200
2025-07-18 08:00:00+00:00,119374.4921875,119529.4609375,119320.0625,119442.8828125,48874029056
2025-07-18 08:15:00+00:00,119224.3984375,119434.5859375,119224.3984375,119297.71875,71583412224
2025-07-18 08:30:00+00:00,118483.5625,119143.484375,118483.5625,119143.484375,24306339840
2025-07-18 08:45:00+00:00,118716.0625,118716.0625,118520.3984375,118572.453125,47163674624
2025-07-18 09:00:00+00:00,118933.625,118933.625,118596.5625,118696.71875,48626429952
2025-07-18 09:15:00+00:00,118725.96875,118889.484375,118687.453125,118889.484375,49101623296
2025-07-18 09:30:00+00:00,118920.9453125,118941.109375,118718.0390625,118718.0390625,50227990528
2025-07-18 09:45:00+00:00,118951.84375,119010.0625,118905.1875,118915.1796875,24929222656
2025-07-18 10:00:00+00:00,118758.6015625,118951.1875,118758.6015625,118949.546875,24239362048
2025-07-18 10:15:00+00:00,118942.640625,118942.640625,118601.40625,118744.7734375,24455192576
2025-07-18 10:30:00+00:00,118927.34375,118944.515625,118874.15625,118877.5703125,24167014400
2025-07-18 10:45:00+00:00,119241.2734375,119241.2734375,118942.8125,118946.4609375,68695158784
2025-07-18 11:00:00+00:00,119087.9453125,119331.328125,119087.9453125,119300.265625,24469065728
2025-07-18 11:15:00+00:00,118937.9609375,119090.15625,118853.109375,119080.7890625,24678883328
2025-07-18 11:30:00+00:00,119068.515625,119078.265625,118921.0859375,118937.5546875,69513129984
2025-07-18 11:45:00+00:00,119234.765625,119234.765625,119115.40625,119133.21875,69198630912
2025-07-18 12:00:00+00:00,119328.34375,119328.34375,119218.6796875,119218.6796875,25322156032
2025-07-18 12:15:00+00:00,119260.1015625,119386.875,119254.3671875,119343.828125,71094280192
2025-07-18 12:30:00+00:00,119423.65625,119423.65625,119301.828125,119301.828125,23894585344
